timestamp,sending_address,receiving_address,amount,transaction_type,location_region,ip_prefix,login_frequency,session_duration,purchase_pattern,age_group,risk_score,anomaly
1695390676,0x47989ac5c0879ef6ca9f0278735453e53708a949,0x9376911f6cb8db100cf7a9bba658921cab8229fa,27546.0,purchase,North America,172.0,1,35,random,new,36.75,low_risk
1677637530,0x07f3c48b2cd667dcc915384c1d30be2973898a26,0x96e7fe4d4592f014ebaa97909d06802b4c1bcc21,40698.0,purchase,Africa,192.168,3,70,focused,established,26.25,low_risk
1654817016,0x44a12f1064beac8b97d973667037a8bb92f16f78,0x9acd44c84b1d4d4918f02832ebab61203dee6136,69010.0,transfer,Europe,172.16,3,64,focused,established,18.75,low_risk
1665184067,0x004fd71e61d0fb00f974635faec45195b8239607,0xd6e251c23cbf52dbd472f079147873e655d8096f,26564.0,purchase,South America,10.0,4,59,focused,established,35.4375,low_risk
1662373953,0xc1ae19884e5d529872028c3ec1c9fe259d4275b2,0x463667453bef14157dc8fc348fcec7b01c6a71ea,76578.0,phishing,Africa,172.0,1,35,random,new,100.0,high_risk
1648114984,0x651ed6aa3fcf9726567183880190c84b52ffde19,0x8da4fc8aefcaafb448d3cc811de195f91785d90e,75493.0,scam,North America,10.0,2,31,random,new,100.0,high_risk
1638567275,0x41625efc8faf9a45b7e2573215897be5a4753c51,0x44dfd25009c1b5b9bdfe3749b98bbcab6df19f1c,32095.0,transfer,Africa,192.168,6,132,high_value,veteran,36.75,low_risk
1632524039,0x407cc9424fd62a58b14d11af3169f0bc6e9ae0b8,0x0bdc9e8dd3cf34b207a2f547f45a23e5808d84fb,7530.0,sale,South America,192.0,1,30,random,new,40.0,low_risk
1586318401,0x23e7d4a7b30c95bd96e091ca63aa6f27a242b2ae,0x2c1a91f45c0decdbf8c2b84abdb0a349237f7f41,32905.0,transfer,Africa,10.0,1,31,random,new,26.25,low_risk
1649975072,0xa54843f79634c44f482003f687a03abf39cd3a40,0x233a6d15859e0be9d61e78ddb232e638c8152aa5,59730.0,sale,South America,192.0,8,156,high_value,veteran,52.5,low_risk
1658763279,0xc4f5d6d031cba61e837c43c5d5f9f27005017bfd,0xb0309f24f0d5070cd91bba26a523e28b997bb0d2,46369.0,transfer,South America,192.168,3,71,focused,established,15.75,low_risk
1592820261,0x36e6b16f3c641a903e02fa5d002077ff7d2e09ec,0x2e92f273cc113e8044901d07dcf41044861553bf,18769.0,purchase,Asia,172.16,4,53,focused,established,26.25,low_risk
1701015659,0xcc45da3fe17aca6662b9ae9699183f8132ac619e,0x6d2eeab1c90aaf2537c11d1a05a93fdf029607d2,52919.0,purchase,Asia,172.16,5,53,focused,established,26.25,low_risk
1627153879,0xd63b5e22846955862522b3a4f6ed83fa6c982acb,0x060c27236526dbdfd401ae7efe6a556633e2f9b8,38109.0,transfer,South America,192.168,1,30,random,new,26.25,low_risk
1647113440,0xc0c4c218d63aa86784ecafda70260c26c9ef79bb,0x5c9bb7c596d0ac11ededd7e0bf4c0cc99e3a88e4,61807.0,purchase,North America,172.16,3,52,focused,established,31.25,low_risk
1589014894,0x039ac775da10f6fe035a903a9d3652e110e9243b,0x18380f956569572a193a53e066c9e3d6211c2d38,56112.0,transfer,Africa,192.0,8,157,high_value,veteran,49.612500000000004,low_risk
1699866776,0xb861dba00f3213878d23606b20e3871f34c12020,0x07f56404924fdf1b307a6e1f9e22b06ae5532fbc,31736.0,sale,South America,172.16,7,81,high_value,veteran,52.5,low_risk
1653114920,0x920d9340180b2482aa74828365d48c93b4539198,0x2c4fbce6eb44fb7847bd9784c63213eee683a8c8,15399.0,transfer,South America,192.168,4,78,focused,established,21.2625,low_risk
1621340444,0x3bf680566aae3798fe0b10c1f0ff284005af83c5,0x3e71b7af0ce89138ac7539a195c6395fff58bb83,75408.0,transfer,North America,192.168,3,74,focused,established,25.3125,low_risk
1654252130,0x98cf46ad000046c94367f312ee24c8297c60e1d4,0xb618894715ba7fa4901ccc99fcf097b0c391536d,12911.0,transfer,Africa,172.0,7,143,high_value,veteran,35.0,low_risk
1614777132,0xb1c89ffcef4d8a5202b8baad65dd26da0855c87b,0x6d276f36f2f21d44f048bc4488dde11cb0fd3a0d,6709.0,scam,Europe,10.0,1,35,random,new,100.0,high_risk
1626277432,0xf43549f7f704c22ac00b2201f9dad1493290a535,0xc338a59961876d08d5200833c2d77192a10716d0,49673.0,sale,Asia,10.0,2,26,random,new,42.0,low_risk
1632113214,0xf1c0bf7e6410bfba5f576e55a57ef62e0c2e8a1e,0x9f4cf7ea4bae2fce7ad3c1fc8fa17e901e3cc732,3670.0,purchase,Africa,192.0,5,74,focused,established,25.0,low_risk
1678959775,0x9acd44c84b1d4d4918f02832ebab61203dee6136,0x2a3fab88aa247b222f23a804d3f4b1437bb6cda7,64130.0,purchase,Europe,172.0,4,74,focused,established,31.25,low_risk
1656690051,0x5ab61b1c1a64d396f315039b584c14a04120da23,0x7edd74b05caacd2c9658739abdd3230f39846248,38991.0,transfer,South America,192.168,1,30,random,new,26.25,low_risk
1628079105,0x33cf50090c6a9859ffeaa409e025c6e361726fd9,0xa1154e580cec142f95096507d91a8ca0f85ab5f3,14156.0,sale,South America,192.0,8,141,high_value,veteran,67.5,moderate_risk
1598098312,0x35cd4fa0d85c36f978a3dbee50670574c76993f6,0x79c40a2f24b14341b8eca580df4702b5748343fc,46552.0,sale,Asia,172.0,7,98,high_value,veteran,52.5,low_risk
1649509336,0x6c201eeced4f16a767802b0e21ceee959e0e3793,0xd4593947e9b1d5d503caf8ce90102967ac635593,31576.0,purchase,Africa,192.0,5,60,focused,established,26.25,low_risk
1664666296,0x4ec2296622eae06860693eb1f6a0d4aa4f49430c,0xf9756c5986e78e8c38e06749825c4850dcb662eb,68017.0,sale,South America,172.0,6,112,high_value,veteran,62.5,moderate_risk
1646758080,0x9376911f6cb8db100cf7a9bba658921cab8229fa,0x86b61ffe9ce4da504e6b7cf3f0925c1941265074,69908.0,sale,Africa,192.0,2,35,random,new,67.5,moderate_risk
1615553941,0xa58871acb8e7d95bf26fb4828889a5bc04b8827b,0x1de02529c5c5df6dfb7674ef8773117c2dff7cd4,43096.0,transfer,Europe,10.0,1,36,random,new,26.25,low_risk
1646411201,0xadc445c80282504e4af6afeb5681fded2c3d6069,0xc923cceb5f8181e7b83b9a846a299362263db1a1,22721.0,scam,Africa,192.0,2,25,random,new,94.5,high_risk
1642915596,0x36610d6083e60d1f8ea9650803ad6fb88533672d,0x6ea0e02fb6ee893dc3b70b98df1a48165d28eb09,62541.0,sale,Asia,10.0,8,132,high_value,veteran,62.5,moderate_risk
1614475822,0x347a7c61d655e72cb3230b6b964c52f070d887ef,0x00e146b83342807fb6d5ada66b9559de1fcb7635,14979.0,transfer,Asia,192.168,1,22,random,new,26.25,low_risk
1672100567,0x4bfe6fa35149db081520aea5e503946572718756,0x2c934cd327d06eca3c8232ae66a818e1d9daf0c9,15701.0,purchase,South America,172.16,1,22,random,new,49.612500000000004,low_risk
1662527492,0xfcf9a3467d3d93688fb17b4ebb6b681b1fa29f94,0x02af9102a2b6e8fc4dbfc65e7d9280f732374fb3,21932.0,sale,Europe,192.0,6,87,high_value,veteran,52.5,low_risk
1660172939,0x47f0175366c3235fc8e51d9f4cf9167f4e5b77a4,0xe333e33e170523fee2404976b1d8a59172ad3a52,57653.0,transfer,Asia,192.168,5,70,focused,established,15.75,low_risk
1641764374,0x329a08a763506d1897159afa136ebbc80c997d5e,0x346dc167fb52e26f93e8d8cb6377ee8c4c850f02,52705.0,sale,Asia,192.168,6,122,high_value,veteran,70.875,moderate_risk
1657170402,0xf5508594b7072b405c6278a083cf3ab2cfc67670,0xb2e2e656aaaaa0edf8a448d9a2cb6ea1d0cb6860,19420.0,transfer,Europe,192.0,2,39,random,new,35.4375,low_risk
1621366679,0xe830a21f1a26a7b0ab477f4b7a11602e582ed721,0x6c5b6a1de1f83da0587febd1851343ec51aaf376,12883.0,sale,Asia,192.168,8,82,high_value,veteran,67.5,moderate_risk
1704026964,0x57537fbd3a4dd084f6bdf76baf88ec87955ddecc,0xa779f99587241b39021a7c1508405607e751c95f,52346.0,purchase,North America,192.0,2,39,random,new,36.75,low_risk
1636713046,0x8fac74197ff0f808c51526dfac521ea430888a7a,0x4acd2007d073318d59859adb6c204eec8ada10d8,14391.0,sale,South America,192.168,6,148,high_value,veteran,50.0,low_risk
1637626674,0x0ed9a86e19a3eb8081c036e7bc9e51f4c835c9c2,0xf454690f55bcddc5d8a29268d60bc158c49da5bc,1.0,transfer,Africa,192.0,4,79,focused,established,20.25,low_risk
1606819329,0xc3b34de3e302dc5c357c9647b1bd223eea847ff5,0xd08041262c12eb441ffb76d90aac6bbd4ead64f9,19323.0,transfer,0,172.16,8,99,high_value,veteran,36.75,low_risk
1647086595,0xf24dd92ee52bb0de1bab87766a4a3f1c17b2c4d9,0x8b826e2a06643f1e356a599aed7f7eb7eaecedf4,11545.0,purchase,Europe,10.0,5,55,focused,established,25.0,low_risk
1670914411,0xee6e1f1dcdee441d29f0ded1a7ea8d395c6e21d4,0xa315cb6477bddda3cbb93d81742b7aa719d5dc41,33572.0,purchase,Europe,172.16,5,64,focused,established,35.4375,low_risk
1703525634,0xac3e030103fa273e36f2cd7ece1f316961be6fe5,0xcf741923dc066c7d712376efcecd1ff01545a71f,76541.0,purchase,South America,172.0,3,76,focused,established,42.1875,low_risk
1631176154,0x16cac4488ea52c294dedbdcdb6906fa73a088380,0xd5b51c1ff877400a867386cf0fe543d76d9a1089,19458.0,sale,Africa,172.0,6,98,high_value,veteran,52.5,low_risk
1641330306,0xa086902ca6e836e1aaeeb6efe4e24350fb0e2401,0x081ceadbcc5c2f293711b102652baa1cbccf4e52,52160.0,purchase,Europe,192.0,5,42,focused,established,26.25,low_risk
1641464201,0xc7bdf2bdc064310896794a9cd1db8eef07ffc32e,0x4fdee5d87480db6b32737a9ebd38ca8aa6401b03,66787.0,scam,North America,10.0,2,20,random,new,100.0,high_risk
1685622441,0xb1ccf0d27bb3e844bb692e2577089b2f822d5aad,0x62df92f5b693043eb241c9bedb1b8ee1d1c218d4,16031.0,transfer,South America,172.0,7,81,high_value,veteran,49.612500000000004,low_risk
1578854263,0x8ac3b7bd531b3a833032f07d4e47c7af6ea7bace,0x24113adf73a7848789c0c8d2f068bd8f4f5cd876,53710.0,purchase,South America,172.16,4,59,focused,established,35.4375,low_risk
1684286983,0xe61fce77abc7e2b68c3e22741d34b853f76ad7aa,0xd71c28cf3efe7343ec63162b486f837e162a0b4c,68180.0,purchase,North America,10.0,5,47,focused,established,31.25,low_risk
1701849566,0x4d4f66b55d392e09a5dc90e5dcf64e312ad38275,0x3cb73b01ec49a74c2b14a079c1f3fac4608235ad,49609.0,phishing,South America,172.0,1,25,random,new,100.0,high_risk
1695494489,0x85325abae53326a0850a742bbd664db8ae29d3b9,0xcc45da3fe17aca6662b9ae9699183f8132ac619e,73544.0,purchase,South America,192.0,1,36,random,new,43.75,low_risk
1603780392,0xfd7eacfb92beaacbb69e9f9aef781022b210672e,0x49042ae512db9ef9692e8a65977356d02fb8fbdd,55674.0,phishing,North America,172.0,2,27,random,new,100.0,high_risk
1696641536,0x70a41a75e143ac5674d6f9aecd961435b2526a1b,0xa24d3657c13f26c04c8a393cbcc12705d6ac8abf,57522.0,transfer,North America,10.0,1,31,random,new,26.25,low_risk
1606116604,0xc66a08a27e1c8f0aafbb679c560da262c5614b3a,0x3e71b7af0ce89138ac7539a195c6395fff58bb83,16694.0,scam,North America,192.168,2,36,random,new,100.0,high_risk
1606600872,0x213545e17ebefaf9623f78e374412915423518ac,0xb5b165fee7ada0b0a2d3fd0f2ca0e5e66e70b239,33440.0,phishing,Europe,10.0,1,30,random,new,100.0,high_risk
1583599628,0x86603120af1e76f8c8550c3f854ddffb93db14bb,0x646142948a3add1d05edb7789d73a14ef261e109,23084.0,transfer,North America,192.168,7,121,high_value,veteran,49.612500000000004,low_risk
1698299138,0x329a08a763506d1897159afa136ebbc80c997d5e,0x3096616cc3e90731c69f2174c870e4dbaf2dae73,30146.0,sale,Asia,192.0,7,109,high_value,veteran,52.5,low_risk
1595736618,0xfa45921781154db0fcb8468b20a368e48cc8bf4f,0x594f45114e108d0cf2bedae368fba91ca799da54,1851.0,purchase,South America,172.0,3,41,focused,established,25.0,low_risk
1699598782,0xaa4e0c93fb97f2512be69d454096ce385e25daf3,0x153878e6d9c2eaf0db66336b6bc0d378b87789da,1.0,sale,Africa,192.168,2,29,random,new,40.0,low_risk
1698736225,0x88b8bd8bfa1f2ba63f7c9c3613596b98eee4cfbe,0x8e4ac7b757d4d65821a4cd56405544b6aa82de94,2062.0,transfer,North America,192.168,7,134,high_value,veteran,47.25,low_risk
1647796649,0x0217ebffb80666640da500fb4380890fbd2ae92c,0xcf2ac9bdb286c7abe81330e5b5806846bee4cd77,34209.0,transfer,South America,192.0,7,90,high_value,veteran,36.75,low_risk
1666275423,0x08ace85bc7b4af5c3f8043cd3b4550b67260c045,0x0216eabb3496a5f88b1e399ad067fcbcc6889a48,37754.0,sale,South America,172.16,8,158,high_value,veteran,52.5,low_risk
1643132526,0x210c08c78f972146f48bb5a28481b8173d915141,0xc0c4c218d63aa86784ecafda70260c26c9ef79bb,64275.0,transfer,Asia,172.0,8,138,high_value,veteran,43.75,low_risk
1686657580,0x3f54c944ac2c388bf5f72592465a502dd126f6b8,0x13e3398b6af7e45f73b12f41e9d66bd1da7e805d,32951.0,transfer,Asia,172.16,3,76,focused,established,15.75,low_risk
1584891496,0xd620eeb117bf8e6ebfb7c8d0df00583a1d72fe43,0xe4067bd8aa9a84a166fa2982755b50ac99f0ed38,30307.0,purchase,Asia,172.16,4,69,focused,established,26.25,low_risk
1624812198,0xdaa3b612ec43889174efd50ccd29f090c52e4623,0xe350063f2b058064a0a9eeafb5d8b35df290bf6b,57664.0,transfer,North America,172.16,1,36,random,new,26.25,low_risk
1681200091,0x4d3f505c7ab18bd2f9d41288b17a648f9f1d0f23,0xf0f750520b88615baf1afa3d914d75f6e530bf20,26771.0,sale,Asia,10.0,8,124,high_value,veteran,70.875,moderate_risk
1672938486,0x65d1e4524982bd01a79af7b8d8e83e71816c5357,0x09703edaac263a679c26bfd37806196feea10438,58917.0,sale,Europe,192.0,2,25,random,new,42.0,low_risk
1631185138,0x340a612e7bcc42ec1ec46f9d88eb795973e532f0,0x1de02529c5c5df6dfb7674ef8773117c2dff7cd4,35124.0,sale,North America,10.0,7,120,high_value,veteran,52.5,low_risk
1675895486,0xd7a497194fc58cee9ae09834095ff4aece737472,0x1b89b779e80271c41b1f68ae3faa420f7ca678ae,69005.0,transfer,Africa,10.0,7,134,high_value,veteran,59.0625,low_risk
1668630593,0xcc45da3fe17aca6662b9ae9699183f8132ac619e,0xdf070b9dfa63b76b097c1553ccc71d06b70fa358,54543.0,purchase,North America,192.168,4,56,focused,established,35.4375,low_risk
1650995776,0xe59f2f58453f78998f9144091a2ab2cf36ffb15d,0xd63b5e22846955862522b3a4f6ed83fa6c982acb,35858.0,sale,Asia,192.168,8,87,high_value,veteran,52.5,low_risk
1587778132,0xaa4b560b041f432e77193d9fb97880c883e78af0,0xa608f7958061ae8498d73aa0d8f6f5e8f51135ae,65692.0,phishing,Asia,172.16,1,22,random,new,100.0,high_risk
1651048593,0x4de3598a3ffe26dfbee7d03c2fa26ff3f68e6f18,0xdce371e2762ac4250469f709c5b766e754e2c9a2,11384.0,transfer,Asia,10.0,8,109,high_value,veteran,35.0,low_risk
1634935167,0xb9177e55706f4a102633d23deb5a20b5912b4042,0xcf2ac9bdb286c7abe81330e5b5806846bee4cd77,12827.0,purchase,North America,192.168,3,64,focused,established,33.75,low_risk
1607600218,0x153878e6d9c2eaf0db66336b6bc0d378b87789da,0x99f3892015fadddceeda935399979f8f86393d99,36246.0,purchase,Europe,10.0,2,26,random,new,36.75,low_risk
1647886217,0xa4adf481e856a3d04fab2c7938974f21d4ac2faf,0xe3cba2dd0c1ab1419e3ebdb5babf2f18ec065807,68378.0,purchase,North America,192.168,5,61,focused,established,31.25,low_risk
1589861920,0xb0b2f6fc707fbb7f9d27a9f4fe0cb0d6b39a0155,0x0bb5f4506edcac974f36c67b6bbcce40d4662741,14378.0,sale,South America,192.0,8,102,high_value,veteran,50.0,low_risk
1597803717,0xb9b49ff25bbd5da9151435cb1df85f0b20821b42,0x9cdb219746b0dc7cfbba17ad6070c8a643adc4eb,35221.0,scam,South America,192.168,1,24,random,new,94.5,high_risk
1593510104,0x91f9800a9869e0b83a63f73f08700ecffabdf427,0xa54843f79634c44f482003f687a03abf39cd3a40,60963.0,sale,Asia,172.0,7,152,high_value,veteran,62.5,moderate_risk
1685734330,0x94ed0de7f781533e80fc25a29c1b613eaf01ac62,0x06a24547ccb310dacd8bc526b398f5cbf98388ac,72724.0,sale,South America,10.0,8,121,high_value,veteran,84.375,moderate_risk
1697727263,0x1b35c736b6cb16cd92fbf1f6c906cdb2cb548261,0x81f29e8192c626fca14606cdebae88452a18fb94,24957.0,purchase,North America,10.0,5,76,focused,established,26.25,low_risk
1650914007,0x8dc3ba6ac5abfb17dd1ea5c9219fa276db59676a,0xf4ef3a7124f8bbcec7b67a3f227253e99290e6dd,3778.0,transfer,0,10.0,1,36,random,new,25.0,low_risk
1612371037,0xe0e56a2db04ea53331dc77010b28bc94280c37e5,0xf454690f55bcddc5d8a29268d60bc158c49da5bc,70790.0,purchase,South America,192.168,4,73,focused,established,31.25,low_risk
1695209101,0x37075fc63c7e487ab7f09b831952780f1fe221ef,0x62a08fb25dd44f8c7e6150fd79773793d311f43a,64228.0,purchase,Asia,172.16,3,46,focused,established,42.1875,low_risk
1590979937,0x9e9825c9270c32806258280aea5ae4654b6d5ea4,0xe9369dd248e1c97c9c93ab93d18ce2f153fef19b,8884.0,scam,North America,10.0,2,23,random,new,90.0,high_risk
1656061903,0x5c6e4c0c1af75af7bd3bdbeb51980d3205cb182c,0x97bccfa87c9ad74442dac96ada79de9b1399dafe,46556.0,transfer,Asia,192.0,3,42,focused,established,15.75,low_risk
1611994475,0xf5ba247c1e27c15c178196eecef4a8b2b6229e57,0x1a8b3576dbb37054b202227f168fa3a10079fa5f,49200.0,sale,Africa,192.0,7,84,high_value,veteran,70.875,moderate_risk
1638395713,0x880517c4e61f634eb26e59e702726e2cbae53959,0x11de5001c3c8a243c601fe56f35caf5c436b861f,35843.0,sale,Asia,172.16,6,153,high_value,veteran,52.5,low_risk
1673521756,0x1517c1a7280765e45b3b2f5df0db1476a0b4d167,0x29d23a1aabb9b1cbe0db109da0422ee53f160075,18494.0,purchase,Europe,192.0,3,74,focused,established,26.25,low_risk
1659974051,0xd78dd09a57b641997c2f1e3ab3712fdea9ad4858,0x10b7c7995a4a310c1a5b6560dbd56f8a2ed01ea6,8136.0,transfer,Europe,192.168,1,34,random,new,33.75,low_risk
1702523249,0xac443984e996452e795b4c96883b81893d78fc44,0xd5b51c1ff877400a867386cf0fe543d76d9a1089,48786.0,purchase,Asia,10.0,1,24,random,new,49.612500000000004,low_risk
1676954887,0xe3e25d03a3170ff005f5a0a2a2d21f8dd101eba5,0xffbdcd1c606b88a37e953dd81cc8d20b11a9d77a,55422.0,purchase,Africa,192.168,1,37,random,new,36.75,low_risk
1614593885,0x027d34ed81d38dfc2c8de3f5f05132aa931d25a6,0x5c8021555372072c06d7502bc771869b52b20f32,39610.0,transfer,Africa,172.16,3,73,focused,established,21.2625,low_risk
1684472046,0x3b35b9aa6aee49164a959545c0ee0b98525d7075,0xd9066ec8542ffa81f6d8ef96bf94c758445d0f11,16217.0,sale,Asia,192.168,7,113,high_value,veteran,52.5,low_risk
1617170229,0x4ec607d0d5683a6e2fa4ca1278205bd81f47ce82,0x84df8a4e93edd124a95b6e0c034cba4b783c9ed9,71152.0,sale,Africa,10.0,6,101,high_value,veteran,84.375,moderate_risk
1584641836,0xd90652f8dc1d6b3e63f3da9e1aed4406e633982b,0x577754308538f4be10a41afb4f8900cd24d7098f,58129.0,sale,North America,192.0,8,156,high_value,veteran,70.875,moderate_risk
1593386203,0xe39ec067dc8caca519b0ef9d7c7218a6ad20bc36,0x44dfd25009c1b5b9bdfe3749b98bbcab6df19f1c,69420.0,sale,South America,172.0,6,116,high_value,veteran,84.375,moderate_risk
1601742684,0xeaf31949dcb90e9c097c85479e27a8b78852f80d,0xfa45921781154db0fcb8468b20a368e48cc8bf4f,6669.0,sale,Africa,192.168,8,136,high_value,veteran,50.0,low_risk
1622983671,0xabe13221982d3220a2b61e555e100ebd2edba4e2,0x48a80829f592a65a9efd76dbdb13a5a8f79eade6,17652.0,purchase,North America,192.168,3,56,focused,established,35.4375,low_risk
1597110202,0xbbcf7c51f7a98b178d205e5a104f2b82586a0b3e,0x6d5b2cce3ffd47ffc39d45a2dc999f81d734de1a,19844.0,transfer,Africa,172.0,4,55,focused,established,15.75,low_risk
1582315229,0x3108e1d0956526998fc5cc8a008ea4fed631162b,0x0f206fdf20ab365d1a24c05f5f2f1efcd0b9aa71,57279.0,sale,North America,172.0,7,119,high_value,veteran,52.5,low_risk
1641018848,0xceda6c769350a084f02a6e5f2fadf269ecc0c37d,0x1c37ad84d9303b51daf98eb9fbbda489c40d309e,27757.0,purchase,Africa,172.16,3,67,focused,established,35.4375,low_risk
1631002736,0x02af9102a2b6e8fc4dbfc65e7d9280f732374fb3,0x28b4fd95f749cea7ac41fe7fdd5cecb91bc62358,34889.0,scam,Africa,172.0,2,38,random,new,100.0,high_risk
1582971104,0x886a5cc2ef433d75122809e37d498243895c17b9,0xe0eca84e4f4aa62a6ae26cfddbd8e6ee9aa583a0,32838.0,transfer,Africa,192.168,5,64,focused,established,15.75,low_risk
1698778389,0x1d132c165feddfa72ab5fca8b7dfa522efb53a56,0xe8b9616f0b144f32cb6b8c64050b5d7be944b226,61228.0,scam,South America,10.0,2,39,random,new,100.0,high_risk
1692936430,0xe7dbb85044bdab554029ad4c7326f8771dc53cb1,0xe97ac3b49a92a25846e21a6d28da97ab9867b97b,23101.0,transfer,North America,10.0,8,129,high_value,veteran,36.75,low_risk
1700953230,0x36e6b16f3c641a903e02fa5d002077ff7d2e09ec,0x17ce653ef5e9290033e6b20f48a018ff677bcf16,76449.0,transfer,South America,172.0,7,93,high_value,veteran,43.75,low_risk
1615195781,0x21d78112adf535b1b37d6d6b6962fb1a6656c90d,0x029d4cf76f7612557025056f294ad7971318852a,13231.0,transfer,Asia,192.168,6,122,high_value,veteran,35.0,low_risk
1682204528,0x8ebeb2a953f23073f4babf3a92db7c17ba9821bc,0x16586a25f66d9f6d7f8ab27b1e4286f84f69c97c,14472.0,purchase,North America,192.0,3,56,focused,established,25.0,low_risk
1651434174,0x0cf5993973e860bb267f2bd92583f94e02359fff,0x8404e719afe4ea4f44685159786a1dc2a0ae4cb8,7082.0,sale,South America,172.0,6,84,high_value,veteran,50.0,low_risk
1652870012,0xfc04d6b9f1f90cd8e4ad527db0bd5df6f1c78516,0x908418cf209864ca683aafd249bcb06ce183ce95,64218.0,transfer,South America,172.0,5,65,focused,established,18.75,low_risk
1618686898,0x3a4a096e18d69bdc5cfd2505c45b019f34b323eb,0x96afc90cf5f7352fce41024eb6e11076ee445acc,1.0,sale,Africa,192.168,7,92,high_value,veteran,50.0,low_risk
1639390841,0xd63b5e22846955862522b3a4f6ed83fa6c982acb,0x4b8a3f161b22228925ea0606be7044e048eddb62,75245.0,scam,Asia,192.168,1,27,random,new,100.0,high_risk
1582720573,0x53a999c9e841581328b97182d9d153e4c543f70e,0x67067f50a3184d8ba391724c234f0d92d4b47aeb,14628.0,scam,South America,172.0,1,32,random,new,90.0,high_risk
1622958993,0xca36b5b4d2116e36c06b015c91a428485a47861b,0xd0c1b21a6179c33593158ff9c04d83a6398e3c4f,2079.0,purchase,Africa,10.0,1,22,random,new,47.25,low_risk
1584459376,0x671b3d6e61b13b7b34da2e4bec1ff1dae97bf562,0x70821b31d5aeed59ef1f7b0d09123cf386103c3f,59488.0,sale,Asia,172.0,8,149,high_value,veteran,70.875,moderate_risk
1577943798,0xe44c60348b0836478cbd251beaa28da2a4125794,0xfa52a08f1208b956ad90641f50df03c773e0ac1f,5256.0,sale,Africa,192.0,8,90,high_value,veteran,67.5,moderate_risk
1613950780,0xba786f8ea9c1474ee19f8b9792fce16bf25ed6ee,0x1d315040f1b18ac96a2919b057043099cd275f79,52666.0,purchase,Africa,10.0,4,58,focused,established,26.25,low_risk
1679272155,0x5e3b8daa125730ae691a6df10d73ab05945096b4,0x794d36a3b1eaa49b97ea4e3b52aca37977e916c6,22955.0,transfer,Europe,172.16,5,44,focused,established,21.2625,low_risk
1646347514,0xa603c44b52f4a949b0227ced70887f6e7f57ac46,0x172ab54a9d1140130f5cedd67b46193dc9009aeb,13530.0,transfer,Europe,10.0,6,133,high_value,veteran,47.25,low_risk
1591334522,0x5ae90e54815798b7f1056cc01a38978d40a71d95,0xd6cb9fd0d3ae186999f8c6f11ddda3a6654f0136,60718.0,sale,Africa,192.0,2,35,random,new,50.0,low_risk
1645760148,0x86efca58ed0ee25e7d39d38d931bd8c033cf35fc,0xbc0e27ae9893a5e85565ece8bb5d44d879942925,76588.0,purchase,North America,10.0,3,79,focused,established,31.25,low_risk
1639515545,0x90c61e65de8543a1e3daeda46d03fea897886666,0x5b3f6ba7212a0fb20ae4459e9ffae3b9caa95e91,24129.0,transfer,Europe,192.168,3,62,focused,established,15.75,low_risk
1625523042,0xff4ad17b86a1a52511777aab39db4c94fa4f1753,0x1fa2e5508e01fa9c567f9762e8eba4d7848642d5,14473.0,sale,South America,172.16,8,106,high_value,veteran,50.0,low_risk
1682336183,0xa250b4750a941063736b7e4dcc0ad0a5bdb61be9,0xddcebe29f4cc7155a2ffdc3b593a04c411760cb0,73296.0,purchase,North America,192.168,2,39,random,new,43.75,low_risk
1666071414,0x98d04db467e7d2186281b90084ace88d84ac2871,0xc2c0b35526d02a120ff63e9c7b2d0f247f3dc588,18149.0,purchase,Europe,192.168,3,66,focused,established,26.25,low_risk
1605804640,0xd51a0bcc88d3b635cdd4a90e52fcfa56c2e1f0ca,0xb3a82255a9c3f30acb36bb140d132725e0815846,75364.0,sale,Africa,192.168,6,133,high_value,veteran,62.5,moderate_risk
1600885977,0x81b86feda8f0eac2e88a71e30c62d179877dbd4d,0x74bb407fe7c71a6e4a77f5f4059bebdd6193535c,61525.0,transfer,Africa,172.16,2,33,random,new,42.1875,low_risk
1603550126,0x6f2dfcbd63a4706693d116c76d2b2894b2a604e7,0x7f743125ded03b9dc28699c570757a34595190f9,9347.0,purchase,North America,10.0,1,25,random,new,47.25,low_risk
1636588248,0x4f3070a2a31388c4897667752bbfac56d6426bb0,0x07f5d673750440692d3e8fa711e48d890091e5f3,22697.0,purchase,North America,192.0,1,25,random,new,36.75,low_risk
1678665552,0x732d6de0e8069df1e3ec4c9aa05362596ba8ac0a,0x6dba1e7e4b028ae707ef8cd599ccc7ef81971cac,22938.0,purchase,Asia,172.16,4,45,focused,established,35.4375,low_risk
1593665041,0x21e1b7e0a2dae8d5126049ddfddced3d2d8941f6,0x1b35c736b6cb16cd92fbf1f6c906cdb2cb548261,43952.0,scam,Africa,192.0,1,20,random,new,94.5,high_risk
1700867075,0x28b4fd95f749cea7ac41fe7fdd5cecb91bc62358,0xf0d82e5e598de22332e7b4f45fc732a6a4c93577,48459.0,scam,Africa,192.0,1,30,random,new,94.5,high_risk
1699501178,0x86b61ffe9ce4da504e6b7cf3f0925c1941265074,0xc78a13e93a188c445584e724a855aeb94f972dd5,23797.0,scam,Asia,192.168,2,27,random,new,100.0,high_risk
1681337509,0xfecac86c26e9050f8863e828c4d55f88978c3218,0x463667453bef14157dc8fc348fcec7b01c6a71ea,2392.0,transfer,Europe,192.0,8,123,high_value,veteran,35.0,low_risk
